"date","Plate.SN","well","treatment","dose","units","wllq","wllq_notes","meanfiringrate_auc","burst.per.min_auc","mean.isis_auc","per.spikes.in.burst_auc","mean.dur_auc","mean.IBIs_auc","nAE_auc","nABE_auc","ns.n_auc","ns.peak.m_auc","ns.durn.m_auc","ns.percent.of.spikes.in.ns_auc","ns.mean.insis_auc","ns.durn.sd_auc","ns.mean.spikes.in.ns_auc","r_auc","mi_auc"
"20181205","MW1235-08","A2","1475813","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",9.510239,17.617769,0.445206,405.802981,3.91901,183.248865,69.125,61.375,139,61.049524,1.166084,46.050348,164.136302,0.281299,197.802857,0.760845,0.013784
"20181205","MW1235-11","B2","1475813","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",5.446511,8.918381,0.236071,255.349667,2.190369,203.606143,54.875,39,81.5,53.318182,0.895699,26.926657,822.405611,0.310386,151.534091,0.408802,0.005721
"20181205","MW1235-12","C2","1475813","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",2.701642,5.811429,0.225984,258.839125,1.83875,287.340667,43.875,25.5,59.5,56.945455,0.583721,49.903441,481.111029,0.129489,141.363636,0.485917,0.001741
"20181205","MW1235-12","A2","1475855","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",5.570429,4.341429,0.3452,221.22825,3.0565,307.815,47.875,20,57,47.362319,0.436827,38.959667,313.396591,0.128488,94.589372,0.30998,0.002126
"20181205","MW1235-08","B2","1475855","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",3.604639,7.18875,0.248009,252.009946,1.692643,303.161107,61.25,32,86,54.8,0.606141,46.093684,258.901709,0.129153,135.825,0.45762,0.002598
"20181205","MW1235-11","C2","1475855","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",4.865587,6.7785,0.220818,231.57431,2.223488,237.353829,67,50,77.5,62.997312,0.692865,43.016328,401.334167,0.157317,223.604839,0.500489,0.007334
"20181205","MW1235-11","A2","1475858","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",2.884111,6.044077,0.189739,289.750899,1.829457,266.490077,60.25,41.5,84,58.654178,0.718944,61.789902,329.652083,0.181507,169.646883,0.638889,0.005471
"20181205","MW1235-12","B2","1475858","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",3.617485,6.1125,0.255806,218.48975,1.930833,260.111583,56.75,30.5,92,55.429716,0.690242,34.961407,384.394196,0.156417,130.506977,0.420006,0.00233
"20181205","MW1235-08","C2","1475858","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",2.292121,2.441591,0.179176,145.2475,1.04425,188.49875,43.375,14,45,36.188889,0.438398,26.79145,330.898214,0.11176,69.344444,0.216944,0.00059
"20181205","MW1235-08","D2","1475859","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",8.706256,7.516891,0.345168,231.513039,12.622305,230.378253,51.375,38,67.5,64.054348,0.645365,33.979795,419.29347,0.126316,181.13587,0.483171,0.004231
"20181205","MW1235-11","E2","1475859","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",5.712828,13.131346,0.300919,232.855344,2.6215,280.227961,50.375,36,77.5,51.054054,0.823402,24.119713,797.674702,0.243814,155.609797,0.41298,0.005996
"20181205","MW1235-12","F2","1475859","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",2.637672,3.93375,0.188168,314.160583,1.495917,211.528333,52.25,18.5,55,45.4,0.481361,26.858621,296.81769,0.099073,94.075,0.285769,0.002172
"20181205","MW1235-12","D2","1475860","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",15.23961,31.904062,0.727142,440.080628,8.777454,167.214644,96.5,67.25,73,69.49375,1.575495,18.056248,459.975806,0.247718,317.746875,0.351361,0.009904
"20181205","MW1235-08","E2","1475860","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",3.106018,4.6125,0.2058,238.404,1.839143,298.2205,36.375,24,52,49.166667,0.504048,49.01122,291.849183,0.103114,124.5,0.553964,0.002621
"20181205","MW1235-11","F2","1475860","0.00000","uM","1","Linear interpolation from DIV2 to DIV6; Linear interpolation from DIV6 to DIV8; ",5.102089,10.015179,0.311784,347.438165,7.035625,226.391402,53.875,45,66.5,58.048951,0.621508,35.136407,254.025,0.132623,194.84965,0.664738,0.007134
"20181128","MW1235-1","A2","1483029","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",3.170076,2.942212,0.043709,78.524531,0.705375,40.265812,39.875,13.5,68.875,44.251838,0.422947,40.922999,582.171458,0.111117,156.154412,0.462691,0.007693
"20181128","MW1235-3","B2","1483029","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",2.464673,3.740625,0.171809,138.962596,1.718173,233.80099,37.5,17.5,63.375,52.248984,0.418095,83.673725,388.252969,0.106581,203.068089,0.612651,0.008401
"20181128","MW1235-6","C2","1483029","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",4.731302,9.44625,0.32326,114.209938,1.723031,91.989438,12.5,10.25,10.125,9.25,0.172969,6.167697,95.948438,0.036543,25.5,0.071796,0.000471
"20181128","MW1235-6","A2","1483033","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",1.99225,3.309375,0.064211,70.6185,0.682875,13.7385,6.5,2.25,5.625,7.2,0.138938,1.601423,240.159375,0.034495,16.2,0.086375,0.000194
"20181128","MW1235-1","B2","1483033","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",1.694389,4.161,0.035608,84.319087,0.3321,21.203325,19,11.25,70.625,37.2025,0.473284,72.91878,421.626499,0.109662,99,0.504579,0.005259
"20181128","MW1235-3","C2","1483033","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",3.923954,1.2075,0.055915,84.614062,0.335812,47.136937,10.25,2.25,0,0,0,0,0,0,0,0.070728,0
"20181128","MW1235-3","A2","1483035","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",3.877711,3.857812,0.159085,127.498582,1.448851,290.462428,31.5,20.375,79.875,51.348958,0.439941,47.66618,297.681217,0.084662,151.37066,0.425118,0.005568
"20181128","MW1235-6","B2","1483035","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",4.931597,3.91125,0.296431,101.184062,1.482219,225.757656,11.625,7.375,9,7.171875,0.103828,5.367068,120.350893,0.019949,14.484375,0.078223,6.1e-05
"20181128","MW1235-1","C2","1483035","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",2.66235,4.47375,0.045662,73.090781,0.424594,21.822469,23.25,13.5,71.125,38.231722,0.429016,49.182706,496.280168,0.099127,84.479363,0.238616,0.004841
"20181128","MW1235-1","D2","1483036","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",2.498721,4.827964,0.19211,330.448111,3.299962,295.333231,32.125,20.375,77.375,40.037946,0.524903,39.536536,499.169517,0.117925,99.175446,0.50315,0.005842
"20181128","MW1235-3","E2","1483036","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",3.098269,2.700962,0.022893,90.005203,0.302766,28.795922,25.25,9,45.75,39.579545,0.377584,47.214454,1008.592773,0.060009,107.420455,0.536267,0.00598
"20181128","MW1235-6","F2","1483036","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",3.343716,3.30875,0.256235,134.421125,1.6635,345.661,22.125,13,35,31.658654,0.412183,15.424658,213.42975,0.045155,82.057692,0.204377,0.002648
"20181128","MW1235-6","D2","1483037","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",1.661439,4.002,0.17649,157.78825,1.124375,236.833875,10.5,6.25,12.375,7.568182,0.121759,12.350416,88.621875,0.031395,21.579545,0.193441,0.002218
"20181128","MW1235-1","E2","1483037","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",1.637422,1.423636,0.023766,76.068703,0.261563,52.580953,22.125,9,46.375,34.917339,0.402951,56.044294,843.949583,0.04872,78.795363,0.443346,0.004239
"20181128","MW1235-3","F2","1483037","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",3.101234,5.630893,0.150055,196.144887,1.600565,268.221642,37,31.875,90.125,50.23361,0.494663,49.744748,243.905404,0.0924,143.280157,0.584676,0.006723
"20181128","MW1235-3","D2","1483038","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",3.318961,5.583393,0.215515,163.901,2.572219,346.366969,37,16.375,83.625,50.717514,0.531033,54.825184,426.395668,0.068901,182.300847,0.598459,0.00894
"20181128","MW1235-6","E2","1483038","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",2.527541,1.242,0.04041,65.303438,0.29025,55.087031,12.125,4.5,13.5,7.5,0.155586,11.294668,79.409659,0.047578,16.59375,0.150604,0
"20181128","MW1235-1","F2","1483038","0.00000","uM","1","Linear interpolation from DIV9 to DIV13; ",0.440363,1.542857,0.038431,65.228062,0.267938,46.968375,7.875,6.75,22.5,12.0375,0.12789,17.359299,47.637829,0.041319,23.2875,0.223486,0.000509
"20161207","MW1144-40","C2","2 2 Bis 4 hydroxyphenyl 1 1 1 trichloroethane","0.00000","uM","1","",3.024718,7.706625,0.179354,468.892375,2.456594,274.133875,74,72,133.5,86.37995,1.054722,152.630925,246.377541,0.165293,374.271836,2.046425,0.026135
"20161207","MW1144-42","C3","2 2 Bis 4 hydroxyphenyl 1 1 1 trichloroethane","0.00000","uM","1","",7.241178,13.16625,0.381715,512.069063,4.94145,398.981271,98,93.5,122,88.263571,1.405904,97.499484,256.280625,0.278897,523.026429,1.992239,0.038839
"20161207","MW1145-15","C4","2 2 Bis 4 hydroxyphenyl 1 1 1 trichloroethane","0.00000","uM","1","",5.097701,11.575,0.183046,354.520917,2.339792,308.960844,73.5,65.5,116,73.780193,1.142825,66.341553,137.13,0.143534,356.907005,1.223016,0.026488
"20160817","MW1140-4","B2","2Methoxyethanol","0.00000","uM","1","",4.404452,9.589375,0.209151,254.905489,1.997656,398.159611,56,47,235.5,48.009732,0.645677,61.244104,200.139138,0.203887,130.670316,0.745815,0.022354
"20160817","MW1140-6","B3","2Methoxyethanol","0.00000","uM","1","",8.429496,15.276,0.171434,263.3053,2.6034,129.7792,54,47.5,386,41.888775,0.725346,64.411108,134.471299,0.218422,129.623427,0.879966,0.018155
"20160817","MW1140-8","B4","2Methoxyethanol","0.00000","uM","1","",3.010935,4.726875,0.216838,132.296143,1.420321,189.468107,41,26,79.5,38.6875,0.566236,40.332603,570.263032,0.134595,122.4375,0.479106,0.009867
"20160817","MW1140-4","C2","33Iminobispropanenitrile","0.00000","uM","1","",4.549797,6.770625,0.153827,176.818,2.727467,197.094933,36,30,155,47.75,0.551284,61.975776,245.310474,0.139466,125.433333,0.698749,0.016838
"20160817","MW1140-6","C3","33Iminobispropanenitrile","0.00000","uM","1","",2.852075,6.495,0.141043,197.91405,1.323975,163.5698,35,25,111.5,31.407787,0.633486,51.57017,249.320179,0.148398,92.329918,0.511573,0.009053
"20160817","MW1140-8","C4","33Iminobispropanenitrile","0.00000","uM","1","",6.920508,13.411875,0.215098,214.753171,2.292385,123.388368,55,42,192.5,48.478571,0.671715,43.026932,170.872356,0.202639,176.55,0.613583,0.018039
"20160817","MW1140-4","A2","4Methyl 4phenylpyridinium iodide","0.00000","uM","1","",6.344888,14.303571,0.331478,171.953545,3.062212,144.422485,35.5,24,56.5,34.677419,0.557901,21.830917,560.1775,0.1467,106.653226,0.347319,0.006176
"20160817","MW1140-6","A3","4Methyl 4phenylpyridinium iodide","0.00000","uM","1","",5.174994,9.875625,0.196166,201.988471,3.061913,139.006365,49,29.5,334.5,34.815728,0.836221,59.193952,260.828066,0.389085,99.860329,0.474181,0.018067
"20160817","MW1140-8","A4","4Methyl 4phenylpyridinium iodide","0.00000","uM","1","",2.309692,4.384286,0.071375,88.3086,0.6534,36.7329,13,7.5,33,13.431818,0.186224,14.253492,61.828571,0.036008,44.522727,0.235433,0.001489
"20161207","MW1144-37","C2","6 Methyl 2 thiouracil","0.00000","uM","1","",7.47296,9.113255,0.401863,444.293771,3.453029,517.131571,86,75,87,89.753846,1.263731,118.486436,403.977841,0.341861,572.770569,1.742834,0.027069
"20161207","MW1144-38","C3","6 Methyl 2 thiouracil","0.00000","uM","1","",10.901952,15.287411,0.648066,426.416322,7.216279,450.668405,84,77,94,87.283333,1.182833,73.979524,314.208413,0.166813,452.78125,1.485203,0.022494
"20161207","MW1144-39","C4","6 Methyl 2 thiouracil","0.00000","uM","1","",5.634951,7.631211,0.442163,442.211235,4.643815,453.837998,91,76,103,89.165625,1.206129,111.070701,375.142018,0.205796,504.139732,1.816773,0.030544
"20160817","MW1140-4","D2","6Hydroxydopamine hydrochloride","0.00000","uM","1","",4.07388,7.545,0.226441,171.873615,1.929179,183.421833,36.5,27,136.5,36.962963,0.490334,48.632173,410.010937,0.135576,97.768519,0.572144,0.010131
"20160817","MW1140-6","D3","6Hydroxydopamine hydrochloride","0.00000","uM","1","",3.193491,4.814048,0.191558,155.033804,1.893929,243.508804,43.5,31,118,45.216599,0.52588,53.441644,201.105357,0.109807,113.838057,0.678462,0.009713
"20160817","MW1140-8","D4","6Hydroxydopamine hydrochloride","0.00000","uM","1","",11.203021,27.566,0.434381,286.672956,4.020578,189.940089,53.5,49,296.5,36.063048,0.679728,35.644578,143.687941,0.246637,100.274123,0.579518,0.019718
"20170118","MW1145-16","F2","Acenaphthene","0.00000","uM","1","",2.658514,8.511429,0.101943,296.47485,1.092917,153.586792,59.5,52.5,185,55.436842,0.606921,104.674667,136.637134,0.153078,222.467183,1.318564,0.024428
"20170118","MW1145-17","F3","Acenaphthene","0.00000","uM","1","",3.451972,8.37525,0.219957,443.775616,2.197344,220.933973,71.5,61,144,58.125272,0.725161,96.501742,98.761385,0.292016,296.116558,1.502403,0.030322
"20170118","MW1145-18","F4","Acenaphthene","0.00000","uM","1","",3.574968,7.529048,0.198069,268.095582,2.333611,136.66088,51.5,39.5,100.5,41.690691,0.748506,50.935006,154.018995,0.30759,135.388138,0.737059,0.009565
"20170118","MW1145-19","F2","Acenaphthylene","0.00000","uM","1","",4.591244,12.81375,0.238749,405.469177,2.430698,228.565365,80,73.5,189.5,72.025936,1.019931,94.921987,252.462424,0.349698,301.997059,1.33447,0.032042
"20170118","MW1145-20","F3","Acenaphthylene","0.00000","uM","1","",8.023178,10.437798,0.272135,363.875868,3.601506,220.299039,79.5,65,150,73.6625,1.028778,54.145518,345.088512,0.3428,261.94375,1.170321,0.025577
"20170118","MW1145-21","F4","Acenaphthylene","0.00000","uM","1","",6.664043,12.142768,0.247369,389.38803,4.518575,213.594775,75,66.5,174,65.608062,1.051567,70.587652,290.918978,0.382217,288.871355,1.316081,0.038177
"20150722","MW1062-33","B2","Acetaminophen","0.00000","uM","1","",6.653091,20.817625,0.447039,445.816301,3.110489,249.603769,61.5,52,339,56.112397,0.744494,97.100681,236.194097,0.303486,141.128099,1.218191,0.030315
"20150722","MW1062-34","B3","Acetaminophen","0.00000","uM","1","",8.594977,20.127924,0.386344,585.232071,5.0845,277.921514,59,48.5,303,62.488095,1.763037,102.549012,147.216548,0.432256,213.1921,1.561557,0.027972
"20150722","MW1073-12","B4","Acetaminophen","0.00000","uM","1","",5.921809,18.360097,0.343413,582.764018,3.022648,366.00867,91,76,601,68.501861,0.88855,147.458242,102.530516,0.4068,203.15329,1.821189,0.048567
"20160817","MW1140-4","E2","Acetic acid","0.00000","uM","1","",3.909486,5.732,0.176677,167.65925,1.459179,217.482679,53.5,38.5,172.5,42.986111,0.621286,53.280005,247.885038,0.204116,95.168333,0.514494,0.009323
"20160817","MW1140-6","E3","Acetic acid","0.00000","uM","1","",2.70876,6.624,0.225343,372.01275,1.687083,350.13915,31.5,24.5,64.5,31.75,0.675216,40.732288,361.024219,0.182176,99.840909,0.724568,0.00784
"20160817","MW1140-8","E4","Acetic acid","0.00000","uM","1","",6.971961,12.185143,0.20237,204.11345,2.06905,169.483433,44.5,37.5,162.5,36.275658,0.723444,28.472034,318.166907,0.264323,101.551974,0.485264,0.012511
"20161123","MW1144-34","D2","Allethrin","0.00000","uM","1","",2.601179,9.298846,0.163299,437.77033,1.464727,208.077216,61.5,49.5,132,51.320844,0.700837,102.362542,112.537912,0.146235,193.334625,1.339901,0.019315
"20161123","MW1144-35","D3","Allethrin","0.00000","uM","1","",2.559219,6.937091,0.460032,544.374,3.888409,632.349636,59,59.5,74,77.684615,0.984049,102.095579,691.813333,0.125651,231.076923,1.134979,0.00515
