"date","Plate.SN","DIV","well","trt","dose","units","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","cv.time","cv.network","file.name"
"20140423","MW1007-38","5","A1","Acetaminophen","0","uM",0.370368101032479,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.00325181062196018,0.653189365289021,1.48190496269794,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","A3","Acetaminophen","0.3","uM",0.31766678089541,0,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,-0.00156310936176473,0.895701021601607,0.785524578630585,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","A5","Acetaminophen","3","uM",0.314019630712914,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,0.00640087870461695,1.66507943200165,1.17279354936293,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","A6","Acetaminophen","10","uM",0.266971393358715,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0.223337877871864,0.25773823657972,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","A8","Acetaminophen","0","uM",0.11269694063913,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0.68495761130072,0.732263460862279,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","B2","Bisindolymaleimide 1","0.03","uM",0.0962847648178971,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,1.73123629948396,1.33304757692444,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","B3","Bisindolymaleimide 1","0.1","uM",0.176157353814562,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,1.91642287801577,0.973923259950417,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","C3","Domoic Acid","0.01","uM",0.0908140395441529,0.06,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,1.96001359159165,1.99726714716078,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","C5","Domoic Acid","0.1","uM",0.56129641308615,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,1.29473352315586,0.870718679968714,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","D1","Loperamide","0","uM",1.75391452276238,0.12,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,2.52779249294932,2.2319541455138,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","D3","Loperamide","0.3","uM",0.76699568337893,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.00351656663429197,0.470329880030258,1.38599490444251,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","E3","Mevastatin","0.3","uM",0.210075850511775,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,2.19264109694215,1.08167477194592,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","F1","Sodium Orthovanadate","0","uM",0.161933468102827,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0.802292916283391,0.919803740838167,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","F2","Sodium Orthovanadate","0.1","uM",0.527013201370687,0,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,0.00583679706178352,1.03811532944767,1.35050386493692,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","F3","Sodium Orthovanadate","0.3","uM",0.362162013121863,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.00327281478344668,0.508394984872102,0.784121893716322,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","5","F8","Sodium Orthovanadate","0","uM",0.268065538413463,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0.30212996472231,0.306930369052065,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","A2","Acetaminophen","0.1","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","A4","Acetaminophen","1","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","A7","Acetaminophen","30","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","B1","Bisindolymaleimide 1","0","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","B4","Bisindolymaleimide 1","0.3","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","B5","Bisindolymaleimide 1","1","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","B6","Bisindolymaleimide 1","3","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","B7","Bisindolymaleimide 1","10","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","B8","Bisindolymaleimide 1","0","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","C1","Domoic Acid","0","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","C2","Domoic Acid","0.003","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","C4","Domoic Acid","0.03","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","C6","Domoic Acid","0.3","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","C7","Domoic Acid","1","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","C8","Domoic Acid","0","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","D2","Loperamide","0.1","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","D4","Loperamide","1","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","D5","Loperamide","3","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","D6","Loperamide","10","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","D7","Loperamide","30","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
"20140423","MW1007-38","05","D8","Loperamide","0","uM",0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,"ON_20140423_MW1007-38_05_00_001.h5"
