"date","Plate.SN","DIV","well","trt","dose","units","meanfiringrate","burst.per.min","mean.isis","per.spikes.in.burst","mean.dur","mean.IBIs","nAE","nABE","ns.n","ns.peak.m","ns.durn.m","ns.percent.of.spikes.in.ns","ns.mean.insis","ns.durn.sd","ns.mean.spikes.in.ns","r","cv.time","cv.network","file.name"
"20140212","MW1007-27","5","A1","Acetaminophen","0","uM",0.703188831605785,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,0.00263351815433466,1.39496738795332,1.64638041534264,"ON_20140212_MW1007-27_DIV05_001.h5"
"20140212","MW1007-27","5","A2","Acetaminophen","0.1","uM",0.213928872586726,0,NA,0,NA,NA,3,0,0,NA,NA,0,NA,NA,NA,0.00770191569502265,1.36797708196889,1.76596408967662,"ON_20140212_MW1007-27_DIV05_001.h5"
"20140212","MW1007-27","5","A3","Acetaminophen","0.3","uM",0.11532937557088,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,1.64272499357865,1.24339178249606,"ON_20140212_MW1007-27_DIV05_001.h5"
"20140212","MW1007-27","5","A6","Acetaminophen","10","uM",0.882590082493821,1.41,0.126352580645162,33.718,0.712,18.87,2,1,0,NA,NA,0,NA,NA,NA,-0.00156175077673977,1.62674022414976,0.986285262823617,"ON_20140212_MW1007-27_DIV05_001.h5"
"20140212","MW1007-27","5","B2","Bisindolymaleimide 1","0.03","uM",1.1917368808991,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,1.04902675895824,1.02745167733896,"ON_20140212_MW1007-27_DIV05_001.h5"
"20140212","MW1007-27","5","B4","Bisindolymaleimide 1","0.3","uM",0.225319428198665,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,0.0035409540260086,0.752906919073462,0.858437860477274,"ON_20140212_MW1007-27_DIV05_001.h5"
"20140212","MW1007-27","5","B8","Bisindolymaleimide 1","0","uM",0.160179688292889,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.0016020804887444,0.73061577230224,1.44043132460468,"ON_20140212_MW1007-27_DIV05_001.h5"
"20140212","MW1007-27","5","C1","Domoic Acid","0","uM",0.423942241681847,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,2.01248362718786,0.584735836531226,"ON_20140212_MW1007-27_DIV05_001.h5"
"20140212","MW1007-27","5","C2","Domoic Acid","0.003","uM",0.140958125697743,0,NA,0,NA,NA,2,0,0,NA,NA,0,NA,NA,NA,-0.00135805794212342,1.25243552093676,1.48210965566852,"ON_20140212_MW1007-27_DIV05_001.h5"
"20140212","MW1007-27","5","C3","Domoic Acid","0.01","uM",0.299002084813394,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,2.0913763406023,0.634126208285528,"ON_20140212_MW1007-27_DIV05_001.h5"
