date,Plate.SN,DIV,well,trt,dose,units,file.name,Mutual Information
20140423,MW1007-38,05,A1,Acetaminophen,0,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,A2,Acetaminophen,0.1,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,A3,Acetaminophen,0.3,uM,ON_20140423_MW1007-38_05_00_001.h5,2.03189365476433e-06
20140423,MW1007-38,05,A4,Acetaminophen,1,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,A5,Acetaminophen,3,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,A6,Acetaminophen,10,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,A7,Acetaminophen,30,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,A8,Acetaminophen,0,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,B1,Bisindolymaleimide 1,0,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,B2,Bisindolymaleimide 1,0.03,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,B3,Bisindolymaleimide 1,0.1,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,B4,Bisindolymaleimide 1,0.3,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,B5,Bisindolymaleimide 1,1,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,B6,Bisindolymaleimide 1,3,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,B7,Bisindolymaleimide 1,10,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,B8,Bisindolymaleimide 1,0,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,C1,Domoic Acid,0,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,C2,Domoic Acid,0.003,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,C3,Domoic Acid,0.01,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,C4,Domoic Acid,0.03,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,C5,Domoic Acid,0.1,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,C6,Domoic Acid,0.3,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,C7,Domoic Acid,1,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,C8,Domoic Acid,0,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,D1,Loperamide,0,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,D2,Loperamide,0.1,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,D3,Loperamide,0.3,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,D4,Loperamide,1,uM,ON_20140423_MW1007-38_05_00_001.h5,0
20140423,MW1007-38,05,D5,Loperamide,3,uM,ON_20140423_MW1007-38_05_00_001.h5,0
