date,Plate.SN,DIV,well,trt,dose,units,file.name,Mutual Information
20140402,MW1007-27,05,A1,Acetaminophen,0,uM,ON_20140402_MW1007-27_05_00_001.h5,4.97951931331814e-05
20140402,MW1007-27,05,A2,Acetaminophen,0.1,uM,ON_20140402_MW1007-27_05_00_001.h5,1.78482418583537e-05
20140402,MW1007-27,05,A3,Acetaminophen,0.3,uM,ON_20140402_MW1007-27_05_00_001.h5,2.29241166558314e-05
20140402,MW1007-27,05,A4,Acetaminophen,1,uM,ON_20140402_MW1007-27_05_00_001.h5,1.39867066394517e-05
20140402,MW1007-27,05,A5,Acetaminophen,3,uM,ON_20140402_MW1007-27_05_00_001.h5,0.00113937818747131
20140402,MW1007-27,05,A6,Acetaminophen,10,uM,ON_20140402_MW1007-27_05_00_001.h5,1.4721648853161e-05
20140402,MW1007-27,05,A7,Acetaminophen,30,uM,ON_20140402_MW1007-27_05_00_001.h5,7.13757740133936e-07
20140402,MW1007-27,05,A8,Acetaminophen,0,uM,ON_20140402_MW1007-27_05_00_001.h5,8.45026927669135e-06
20140402,MW1007-27,05,B1,Bisindolymaleimide 1,0,uM,ON_20140402_MW1007-27_05_00_001.h5,3.46278602573052e-05
20140402,MW1007-27,05,B2,Bisindolymaleimide 1,0.03,uM,ON_20140402_MW1007-27_05_00_001.h5,0.000151649949138404
20140402,MW1007-27,05,B3,Bisindolymaleimide 1,0.1,uM,ON_20140402_MW1007-27_05_00_001.h5,1.69827770003572e-05
20140402,MW1007-27,05,B4,Bisindolymaleimide 1,0.3,uM,ON_20140402_MW1007-27_05_00_001.h5,1.82836805008524e-05
20140402,MW1007-27,05,B5,Bisindolymaleimide 1,1,uM,ON_20140402_MW1007-27_05_00_001.h5,0
20140402,MW1007-27,05,B6,Bisindolymaleimide 1,3,uM,ON_20140402_MW1007-27_05_00_001.h5,0
20140402,MW1007-27,05,B7,Bisindolymaleimide 1,10,uM,ON_20140402_MW1007-27_05_00_001.h5,0
20140402,MW1007-27,05,B8,Bisindolymaleimide 1,0,uM,ON_20140402_MW1007-27_05_00_001.h5,6.35964798800792e-06
20140402,MW1007-27,05,C1,Domoic Acid,0,uM,ON_20140402_MW1007-27_05_00_001.h5,1.10008365810793e-05
20140402,MW1007-27,05,C2,Domoic Acid,0.003,uM,ON_20140402_MW1007-27_05_00_001.h5,0.000326698305938229
20140402,MW1007-27,05,C3,Domoic Acid,0.01,uM,ON_20140402_MW1007-27_05_00_001.h5,8.52780929366803e-06
20140402,MW1007-27,05,C4,Domoic Acid,0.03,uM,ON_20140402_MW1007-27_05_00_001.h5,2.99988857148659e-05
20140402,MW1007-27,05,C5,Domoic Acid,0.1,uM,ON_20140402_MW1007-27_05_00_001.h5,5.5682051690667e-06
20140402,MW1007-27,05,C6,Domoic Acid,0.3,uM,ON_20140402_MW1007-27_05_00_001.h5,4.25566456165039e-07
20140402,MW1007-27,05,C7,Domoic Acid,1,uM,ON_20140402_MW1007-27_05_00_001.h5,7.06128061424283e-06
20140402,MW1007-27,05,C8,Domoic Acid,0,uM,ON_20140402_MW1007-27_05_00_001.h5,4.58521191465389e-06
