date,Plate.SN,DIV,well,trt,dose,units,file.name,Mutual Information
20140212,MW1007-27,DIV05,A1,Acetaminophen,0,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,A2,Acetaminophen,0.1,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,A3,Acetaminophen,0.3,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,A4,Acetaminophen,1,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,A5,Acetaminophen,3,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,A6,Acetaminophen,10,uM,ON_20140212_MW1007-27_DIV05_001.h5,2.80942793150912e-06
20140212,MW1007-27,DIV05,A7,Acetaminophen,30,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,A8,Acetaminophen,0,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,B1,Bisindolymaleimide 1,0,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,B2,Bisindolymaleimide 1,0.03,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,B3,Bisindolymaleimide 1,0.1,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,B4,Bisindolymaleimide 1,0.3,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,B5,Bisindolymaleimide 1,1,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,B6,Bisindolymaleimide 1,3,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,B7,Bisindolymaleimide 1,10,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,B8,Bisindolymaleimide 1,0,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,C1,Domoic Acid,0,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,C2,Domoic Acid,0.003,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,C3,Domoic Acid,0.01,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,C4,Domoic Acid,0.03,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,C5,Domoic Acid,0.1,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,C6,Domoic Acid,0.3,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,C7,Domoic Acid,1,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,C8,Domoic Acid,0,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,D1,Loperamide,0,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,D2,Loperamide,0.1,uM,ON_20140212_MW1007-27_DIV05_001.h5,4.96114884642601e-06
20140212,MW1007-27,DIV05,D3,Loperamide,0.3,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,D4,Loperamide,1,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,D5,Loperamide,3,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,D6,Loperamide,10,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,D7,Loperamide,30,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,D8,Loperamide,0,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,E1,Mevastatin,0,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,E2,Mevastatin,0.1,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,E3,Mevastatin,0.3,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,E4,Mevastatin,1,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,E5,Mevastatin,3,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,E6,Mevastatin,10,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,E7,Mevastatin,30,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,E8,Mevastatin,0,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,F1,Sodium Orthovanadate,0,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,F2,Sodium Orthovanadate,0.1,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,F3,Sodium Orthovanadate,0.3,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,F4,Sodium Orthovanadate,1,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,F5,Sodium Orthovanadate,3,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,F6,Sodium Orthovanadate,10,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,F7,Sodium Orthovanadate,30,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV05,F8,Sodium Orthovanadate,0,uM,ON_20140212_MW1007-27_DIV05_001.h5,0
20140212,MW1007-27,DIV07,A1,Acetaminophen,0,uM,ON_20140212_MW1007-27_DIV07_001.h5,1.98910815647861e-05
20140212,MW1007-27,DIV07,A2,Acetaminophen,0.1,uM,ON_20140212_MW1007-27_DIV07_001.h5,3.6589793127878e-05
20140212,MW1007-27,DIV07,A3,Acetaminophen,0.3,uM,ON_20140212_MW1007-27_DIV07_001.h5,6.52625432016422e-06
20140212,MW1007-27,DIV07,A4,Acetaminophen,1,uM,ON_20140212_MW1007-27_DIV07_001.h5,1.15316840798574e-08
20140212,MW1007-27,DIV07,A5,Acetaminophen,3,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,A6,Acetaminophen,10,uM,ON_20140212_MW1007-27_DIV07_001.h5,9.91329624041211e-06
20140212,MW1007-27,DIV07,A7,Acetaminophen,30,uM,ON_20140212_MW1007-27_DIV07_001.h5,7.82912365002164e-06
20140212,MW1007-27,DIV07,A8,Acetaminophen,0,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,B1,Bisindolymaleimide 1,0,uM,ON_20140212_MW1007-27_DIV07_001.h5,9.66261974415239e-06
20140212,MW1007-27,DIV07,B2,Bisindolymaleimide 1,0.03,uM,ON_20140212_MW1007-27_DIV07_001.h5,2.33028983614066e-06
20140212,MW1007-27,DIV07,B3,Bisindolymaleimide 1,0.1,uM,ON_20140212_MW1007-27_DIV07_001.h5,6.10415187712876e-06
20140212,MW1007-27,DIV07,B4,Bisindolymaleimide 1,0.3,uM,ON_20140212_MW1007-27_DIV07_001.h5,6.89938078089758e-06
20140212,MW1007-27,DIV07,B5,Bisindolymaleimide 1,1,uM,ON_20140212_MW1007-27_DIV07_001.h5,7.49533211795439e-07
20140212,MW1007-27,DIV07,B6,Bisindolymaleimide 1,3,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,B7,Bisindolymaleimide 1,10,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,B8,Bisindolymaleimide 1,0,uM,ON_20140212_MW1007-27_DIV07_001.h5,2.46310632021074e-06
20140212,MW1007-27,DIV07,C1,Domoic Acid,0,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,C2,Domoic Acid,0.003,uM,ON_20140212_MW1007-27_DIV07_001.h5,1.61493840475831e-05
20140212,MW1007-27,DIV07,C3,Domoic Acid,0.01,uM,ON_20140212_MW1007-27_DIV07_001.h5,4.15829560215751e-05
20140212,MW1007-27,DIV07,C4,Domoic Acid,0.03,uM,ON_20140212_MW1007-27_DIV07_001.h5,5.5030064296635e-05
20140212,MW1007-27,DIV07,C5,Domoic Acid,0.1,uM,ON_20140212_MW1007-27_DIV07_001.h5,3.16751422969191e-06
20140212,MW1007-27,DIV07,C6,Domoic Acid,0.3,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,C7,Domoic Acid,1,uM,ON_20140212_MW1007-27_DIV07_001.h5,1.20415550586284e-05
20140212,MW1007-27,DIV07,C8,Domoic Acid,0,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,D1,Loperamide,0,uM,ON_20140212_MW1007-27_DIV07_001.h5,4.71179431334179e-06
20140212,MW1007-27,DIV07,D2,Loperamide,0.1,uM,ON_20140212_MW1007-27_DIV07_001.h5,1.48096445783258e-05
20140212,MW1007-27,DIV07,D3,Loperamide,0.3,uM,ON_20140212_MW1007-27_DIV07_001.h5,5.03688595805685e-06
20140212,MW1007-27,DIV07,D4,Loperamide,1,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,D5,Loperamide,3,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,D6,Loperamide,10,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,D7,Loperamide,30,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,D8,Loperamide,0,uM,ON_20140212_MW1007-27_DIV07_001.h5,8.27797903217575e-07
20140212,MW1007-27,DIV07,E1,Mevastatin,0,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,E2,Mevastatin,0.1,uM,ON_20140212_MW1007-27_DIV07_001.h5,7.04129998391201e-06
20140212,MW1007-27,DIV07,E3,Mevastatin,0.3,uM,ON_20140212_MW1007-27_DIV07_001.h5,0.00177332669504911
20140212,MW1007-27,DIV07,E4,Mevastatin,1,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,E5,Mevastatin,3,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,E6,Mevastatin,10,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,E7,Mevastatin,30,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,E8,Mevastatin,0,uM,ON_20140212_MW1007-27_DIV07_001.h5,3.41528963052826e-05
20140212,MW1007-27,DIV07,F1,Sodium Orthovanadate,0,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,F2,Sodium Orthovanadate,0.1,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,F3,Sodium Orthovanadate,0.3,uM,ON_20140212_MW1007-27_DIV07_001.h5,1.1849666064138e-05
20140212,MW1007-27,DIV07,F4,Sodium Orthovanadate,1,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,F5,Sodium Orthovanadate,3,uM,ON_20140212_MW1007-27_DIV07_001.h5,1.3374035598146e-06
20140212,MW1007-27,DIV07,F6,Sodium Orthovanadate,10,uM,ON_20140212_MW1007-27_DIV07_001.h5,4.47027412077417e-06
20140212,MW1007-27,DIV07,F7,Sodium Orthovanadate,30,uM,ON_20140212_MW1007-27_DIV07_001.h5,0
20140212,MW1007-27,DIV07,F8,Sodium Orthovanadate,0,uM,ON_20140212_MW1007-27_DIV07_001.h5,2.61526451693916e-05
20140212,MW1007-27,DIV09,A1,Acetaminophen,0,uM,ON_20140212_MW1007-27_DIV09_001.h5,0.00201432537563747
20140212,MW1007-27,DIV09,A2,Acetaminophen,0.1,uM,ON_20140212_MW1007-27_DIV09_001.h5,0.00119056469056955
20140212,MW1007-27,DIV09,A3,Acetaminophen,0.3,uM,ON_20140212_MW1007-27_DIV09_001.h5,0.00121076402214415
20140212,MW1007-27,DIV09,A4,Acetaminophen,1,uM,ON_20140212_MW1007-27_DIV09_001.h5,0.000836312908685554
20140212,MW1007-27,DIV09,A5,Acetaminophen,3,uM,ON_20140212_MW1007-27_DIV09_001.h5,0
20140212,MW1007-27,DIV09,A6,Acetaminophen,10,uM,ON_20140212_MW1007-27_DIV09_001.h5,0.0012645604635535
20140212,MW1007-27,DIV09,A7,Acetaminophen,30,uM,ON_20140212_MW1007-27_DIV09_001.h5,0.00193010659083837
20140212,MW1007-27,DIV09,A8,Acetaminophen,0,uM,ON_20140212_MW1007-27_DIV09_001.h5,0.000104104361019406
20140212,MW1007-27,DIV09,B1,Bisindolymaleimide 1,0,uM,ON_20140212_MW1007-27_DIV09_001.h5,0.00110499446225131
20140212,MW1007-27,DIV09,B2,Bisindolymaleimide 1,0.03,uM,ON_20140212_MW1007-27_DIV09_001.h5,0.000710926259129647
