"date","Plate.SN","well","treatment","dose","units","wllq","wllq_notes","meanfiringrate_auc","burst.per.min_auc","mean.isis_auc","per.spikes.in.burst_auc","mean.dur_auc","mean.IBIs_auc","nAE_auc","nABE_auc","ns.n_auc","ns.peak.m_auc","ns.durn.m_auc","ns.percent.of.spikes.in.ns_auc","ns.mean.insis_auc","ns.durn.sd_auc","ns.mean.spikes.in.ns_auc","r_auc","mi_auc"
"20180801","MW1207-22","A1","1475812","0.00000","uM","1","",7.31096,12.353798,0.262542,330.541817,2.981142,231.413683,78,60.5,100,46.920455,1.19794,27.697061,1260.401216,0.336487,203.996212,0.307637,0.009638
"20180801","MW1207-21","A2","1475812","0.00000","uM","1","",17.839481,28.021,0.735472,469.05925,15.5931,239.84275,90,60.5,94.5,55.095734,1.184487,18.105197,439.151923,0.373022,203.146329,0.379166,0.008804
"20180801","MW1207-23","A2","1475812","0.00000","uM","1","",6.765444,7.515625,0.380987,218.857037,3.584821,267.064494,67.5,56,96.5,39.996047,0.883225,26.320115,232.475833,0.261091,191.324111,0.357181,0.009664
"20181114","MW1234-47","A2","1475813","0.00000","uM","1","",11.812854,19.381044,0.376237,255.27975,2.87925,162.78615,51,29.5,57.5,39.51,0.583955,14.45177,326.070536,0.09211,109.375,0.204877,0.002515
"20181114","MW1230-53","B2","1475813","0.00000","uM","1","DIV9 estimated as median from corresponding wells of 20181114_MW1234-25,20181114_MW1234-47; ",6.13205,5.522214,0.339672,115.061,2.529,153.945313,40.5,14.5,46,35.959117,0.43864,8.461983,334.360714,0.07844,70.413064,0.079841,0.000432
"20181114","MW1234-25","C2","1475813","0.00000","uM","1","",7.308516,14.382,0.31141,174.6474,7.38825,140.2796,63.5,27.5,53.5,44.821429,0.519449,7.320731,354.613949,0.12731,87.321429,0.131529,0.001185
"20181017","MW1208-1","D2","1475814","0.00000","uM","1","",4.385831,6.70125,0.259608,373.142135,4.116385,322.550094,86.5,67.5,64,87.025641,1.387031,62.523797,561.768229,0.418334,429.26546,1.245308,0.022607
"20181017","MW1207-43","E2","1475814","0.00000","uM","1","",2.064841,4.618661,0.132504,302.097786,1.765214,254.729679,45.5,36,67,56.75,0.556167,70.106296,271.933333,0.091283,167.875,0.756329,0.003855
"20181017","MW1207-44","F2","1475814","0.00000","uM","1","",8.371077,13.272429,0.3126,312.769236,3.006771,301.933964,34.5,37,57,59.55,0.839653,80.057954,288.12076,0.207336,205.775,1.015921,0.007638
"20181017","MW1207-44","D2","1475815","0.00000","uM","1","",4.464049,6.67,0.29527,286.877923,3.546385,347.575077,62.5,46.5,69.5,69.831667,1.061183,41.956115,220.751136,0.210905,249.751667,0.900105,0.01527
"20181017","MW1208-1","E2","1475815","0.00000","uM","1","",6.524964,9.36233,0.246165,371.917117,3.242794,279.300483,91,71.5,79.5,82.357792,1.636975,57.815907,629.25,0.227325,443.096429,1.128604,0.02044
"20181017","MW1207-43","F2","1475815","0.00000","uM","1","",9.787101,26.74,0.466416,434.072111,3.519241,333.557445,78.5,67.5,96,82.471857,1.134542,41.984009,206.676458,0.321884,333.139775,0.861494,0.019479
"20180801","MW1207-22","B1","1475816","0.00000","uM","1","",4.930728,9.447071,0.243757,328.239096,2.255096,263.458212,63.5,46.5,61,38.625,0.772305,26.165523,268.686111,0.189079,168.8125,0.342189,0.003924
"20180801","MW1207-21","B2","1475816","0.00000","uM","1","",3.91199,6.202143,0.11957,238.029297,1.525132,275.474544,52,37,117,41.4525,0.785553,36.839312,165.068878,0.14518,119.26875,0.270794,0.003515
"20180801","MW1207-23","B2","1475816","0.00000","uM","1","",5.762614,8.063308,0.243353,379.785269,2.735308,388.574385,57,41.5,91,23.769231,0.686035,29.243528,199.755482,0.23867,115.615385,0.237151,0.004519
"20180801","MW1207-22","C1","1475817","0.00000","uM","1","",4.005892,5.5405,0.184064,230.171332,2.154587,220.145927,63,47,109,25.141207,0.882482,31.261443,138.019375,0.325654,112.529525,0.279444,0.002827
"20180801","MW1207-21","C2","1475817","0.00000","uM","1","",7.157714,13.675857,0.229026,207.608545,3.187073,122.956955,63.5,50,118.5,26.963203,1.067736,15.242835,134.701308,0.557675,120.080628,0.161126,0.007985
"20180801","MW1207-23","C2","1475817","0.00000","uM","1","",4.633998,10.36875,0.196702,214.087683,2.5895,191.822165,55,41.5,125.5,24.319079,0.708093,21.000335,159.41994,0.166465,85.667763,0.144868,0.003783
"20180801","MW1207-22","D1","1475818","0.00000","uM","1","",3.458033,6.954286,0.174416,257.777821,1.969714,241.775643,52,38.5,109,25.388587,0.7302,39.378326,171.155,0.26714,98.790761,0.252211,0.003238
"20180801","MW1207-21","D2","1475818","0.00000","uM","1","",6.507194,13.323091,0.284806,276.067202,3.198643,340.392238,56,45.5,93.5,26.340659,1.001217,13.699999,184.405921,0.309723,100.535714,0.228863,0.006001
"20180801","MW1207-23","D2","1475818","0.00000","uM","1","",8.049872,14.89,0.287393,332.924556,3.472139,189.782403,49,42.5,90.5,24.152597,0.809677,10.544516,250.694512,0.349116,99.061688,0.159056,0.00693
"20181017","MW1208-2","A2","1475819","0.00000","uM","1","",8.516996,13.013542,0.359665,300.96276,4.179187,287.430333,87,65.5,142,71.464286,1.256961,35.462726,1475.916821,0.501159,269.964286,0.857481,0.023736
"20181017","MW1208-3","B1","1475819","0.00000","uM","1","",6.065803,5.057538,0.191547,354.590038,3.197606,395.162098,57,35.5,62.5,73.997222,1.26733,57.889521,618.628783,0.316717,314.363889,1.183034,0.013109
"20181017","MW1208-4","C2","1475819","0.00000","uM","1","",5.377823,15.251875,0.287721,425.041625,3.539271,290.846771,69.5,68,79,83.491071,1.350775,62.157572,752.315635,0.223339,331.223214,1.121811,0.014931
"20180801","MW1207-22","E1","1475820","0.00000","uM","1","",8.530974,15.164286,0.476432,289.02492,4.760643,253.014259,47.5,48,72.5,33.2375,0.571276,18.368139,318.284349,0.150803,106.860714,0.180621,0.002484
"20180801","MW1207-21","E2","1475820","0.00000","uM","1","",4.198215,6.227949,0.283596,256.804705,3.505091,342.515765,52.5,35.5,78.5,39.305556,0.814711,24.856134,251.895714,0.164342,120.541667,0.248192,0.002764
"20180801","MW1207-23","E2","1475820","0.00000","uM","1","",4.296237,6.8975,0.142273,213.994,2.2676,256.5956,47.5,35,78,27.535714,0.537973,13.4535,341.540244,0.145587,68.22619,0.081829,0.001173
"20181017","MW1208-4","A2","1475821","0.00000","uM","1","",4.18998,7.9275,0.111113,277.613137,1.52719,148.220536,54.5,53.5,139.5,68.981092,0.961116,62.498877,100.163347,0.22069,201.062605,1.029474,0.017442
"20181017","MW1208-2","B2","1475821","0.00000","uM","1","",9.96492,16.995,0.354678,308.797937,4.099156,162.283844,85,72,285,75.086051,1.034644,38.407236,467.715577,0.520228,232.297479,0.922978,0.029499
"20181017","MW1208-3","C1","1475821","0.00000","uM","1","",10.342249,8.028125,0.799981,309.188708,12.792698,359.941177,84,66,94.5,81.1,1.236086,62.798996,358.263547,0.305421,321.833333,1.067209,0.017173
